#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
77,Bhanjanagar,305,GEN,Orissa,A. T. Sarma,Indian National Congress,"5,06,312","2,25,954",44.6 %,"4,695",2.1%
78,Bharatpur,337,GEN,Rajasthan,B. Singh,Independent,"4,95,788","3,58,186",72.3 %,"95,093",26.5%
79,Bhatinda,329,SC,Punjab,K. Singh,Akali Dal - Sant Fateh Singh Group,"4,93,595","3,38,351",68.6 %,"61,632",18.2%
80,Bhavnagar,115,GEN,Gujarat,J.N. Mehta,Indian National Congress,"4,65,812","2,41,124",51.8 %,"5,093",2.1%
81,Bhilwara,347,GEN,Rajasthan,R. Chandra,Indian National Congress,"5,22,342","2,58,459",49.5 %,"79,436",30.7%
82,Bhind,149,GEN,Madhya Pradesh [1947 - 1999],Y.S. Kushwah,Bhartiya Jan Sangh,"5,16,297","3,17,537",61.5 %,"71,209",22.4%
83,Bhir,255,GEN,Maharashtra,N. R. Patil,Communist Party Of India,"5,30,388","2,77,616",52.3 %,"14,097",5.1%
84,Bhiwandi,232,GEN,Maharashtra,S. D. Baswant,Indian National Congress,"5,09,052","3,31,587",65.1 %,"50,874",15.3%
85,Bholpur,476,GEN,West Bengal,A. K. Chanda,Indian National Congress,"4,83,643","2,59,965",53.8 %,"13,632",5.2%
86,Bhopal,175,GEN,Madhya Pradesh [1947 - 1999],J.R. Joshi,Bhartiya Jan Sangh,"5,28,531","2,95,340",55.9 %,"43,931",14.9%
87,Bhubaneswar,304,GEN,Orissa,C. Panigrahi,Indian National Congress,"5,15,093","2,36,328",45.9 %,"20,731",8.8%
88,Bidar,269,SC,Mysore,R. Veerappa,Indian National Congress,"4,74,941","2,90,022",61.1 %,"60,320",20.8%
89,Bijapur,295,GEN,Mysore,G. D. Patil,Swatantra,"4,47,774","2,39,633",53.5 %,"2,104",0.9%
90,Bijnor,357,SC,Uttar Pradesh [1947 - 1999],S. R. Nand,Indian National Congress,"4,85,212","3,23,835",66.7 %,"32,781",10.1%
91,Bikaner,331,GEN,Rajasthan,K. Singh,Independent,"5,51,193","3,17,472",57.6 %,"1,93,816",61.0%
92,Bikramganj,93,GEN,Bihar [1947 - 1999],S. Shastry,Samyukta Socialist Party,"5,61,269","3,40,936",60.7 %,"54,916",16.1%
93,Bilaspur,160,GEN,Madhya Pradesh [1947 - 1999],Amarsingh,Indian National Congress,"4,68,243","2,29,060",48.9 %,"1,541",0.7%
94,Bilhaur,416,GEN,Uttar Pradesh [1947 - 1999],S. Rohtagi,Indian National Congress,"4,93,276","2,68,572",54.5 %,"16,647",6.2%
95,Birbhum,477,SC,West Bengal,S. K. Saha,Indian National Congress,"4,66,332","2,42,686",52.0 %,"32,217",13.3%
96,Bobbili,3,GEN,Andhra Pradesh,K.N. Rao,Indian National Congress,"4,85,448","3,50,963",72.3 %,"75,197",21.4%
97,Bolangir,311,GEN,Orissa,R. R. S. Deo,Swatantra,"4,65,745","2,18,750",47.0 %,"82,279",37.6%
98,Bombay Central,229,GEN,Maharashtra,R. D. Bhandare,Indian National Congress,"5,20,524","3,57,839",68.8 %,"6,952",1.9%
99,Bombay Central South,228,GEN,Maharashtra,S A Dange,Communist Party Of India,"4,83,146","3,42,542",70.9 %,"7,004",2.0%
100,Bombay North East,231,GEN,Maharashtra,S. G. Barve,Indian National Congress,"6,44,638","4,42,348",68.6 %,"13,169",3.0%
101,Bombay North West,230,GEN,Maharashtra,S. H. Shah,Indian National Congress,"6,20,183","4,06,042",65.5 %,"1,364",0.3%
102,Bombay South,227,GEN,Maharashtra,G. Fernandes,Samyukta Socialist Party,"4,64,850","3,13,388",67.4 %,"29,434",9.4%
103,Broach,129,GEN,Gujarat,M.B. Rana,Indian National Congress,"4,52,985","2,99,159",66.0 %,"37,857",12.7%
104,Budaun,361,GEN,Uttar Pradesh [1947 - 1999],O. Singh,Bhartiya Jan Sangh,"5,09,445","3,09,212",60.7 %,"55,671",18.0%
105,Bulandshahr,430,GEN,Uttar Pradesh [1947 - 1999],S.P. Singh,Indian National Congress,"4,98,160","3,13,051",62.8 %,"20,656",6.6%
106,Buldana,239,GEN,Maharashtra,S. R. Rane,Indian National Congress,"4,82,954","3,50,045",72.5 %,"94,904",27.1%
107,Bulsar,132,ST,Gujarat,N.N. Patel,Indian National Congress,"4,65,000","2,88,574",62.1 %,"95,706",33.2%
108,Burdwan,474,GEN,West Bengal,N. C. Chatterjee,Independent,"4,94,561","2,93,266",59.3 %,"36,086",12.3%
109,Buxar,92,GEN,Bihar [1947 - 1999],R. S. Singh,Indian National Congress,"5,58,072","2,97,389",53.3 %,"34,223",11.5%
110,Cachar,42,GEN,Assam,J. Chanda,Indian National Congress,"4,62,862","2,08,010",44.9 %,"46,510",22.4%
111,Calcutta North East,457,GEN,West Bengal,H. Mukherjee,Communist Party Of India,"5,49,928","3,54,874",64.5 %,"14,143",4.0%
112,Calcutta North West,456,GEN,West Bengal,A. K. Sen,Indian National Congress,"5,91,674","3,47,334",58.7 %,"64,826",18.7%
113,Calcutta South,458,GEN,West Bengal,G. Ghosh,Communist Party Of India (MARXIST),"5,06,688","3,17,171",62.6 %,"39,287",12.4%
114,Chail,409,SC,Uttar Pradesh [1947 - 1999],M. Din,Indian National Congress,"4,98,035","2,11,243",42.4 %,"25,934",12.3%
115,Chamarajanagar,282,SC,Mysore,S. M. Siddaiah,Indian National Congress,"4,54,447","3,11,090",68.5 %,"28,977",9.3%
116,Chamba,513,GEN,Himachal Pradesh,V. Chand,Indian National Congress,"2,45,876","1,23,209",50.1 %,"4,861",3.9%
117,Chanda,247,GEN,Maharashtra,K. M. Kaushik,Independent,"4,74,396","2,95,777",62.4 %,"16,836",5.7%
118,Chandauli,403,GEN,Uttar Pradesh [1947 - 1999],Nihal,Samyukta Socialist Party,"4,81,980","2,80,595",58.2 %,"1,595",0.6%
119,Chandigarh,498,GEN,Chandigarh,C. Goyal,Bhartiya Jan Sangh,"76,232","49,829",65.4 %,"12,616",25.3%
120,Chandni Chowk,504,GEN,Delhi,R. Gopal,Bhartiya Jan Sangh,"1,94,661","1,41,466",72.7 %,"17,150",12.1%
121,Chapra,61,GEN,Bihar [1947 - 1999],R. P. Singh,Indian National Congress,"5,63,139","2,90,282",51.6 %,"28,209",9.7%
122,Chatra,99,GEN,Bihar [1947 - 1999],V. Raje,Independent,"4,93,028","2,01,737",40.9 %,"21,979",10.9%
123,Chatrapur,306,GEN,Orissa,J. R. Rachakonda,Indian National Congress,"5,08,555","2,12,036",41.7 %,"41,661",19.6%
124,Chhindwara,172,GEN,Madhya Pradesh [1947 - 1999],G.R. Mishra,Indian National Congress,"4,92,457","2,07,556",42.2 %,"47,983",23.1%
125,Chidambaram,195,SC,Madras,V. Mayavan,Dravida Munetra Kazhagam,"5,24,610","4,03,331",76.9 %,"17,429",4.3%
126,Chikmagalur,287,GEN,Mysore,M. Huchegowda,Praja Socialist Party,"4,07,267","2,60,483",64.0 %,"18,223",7.0%
127,Chikodi,293,SC,Mysore,B. Sahankaranand,Indian National Congress,"4,62,055","2,94,102",63.7 %,"1,01,542",34.5%
128,Chimur,246,GEN,Maharashtra,R. M. Hajarnawis,Indian National Congress,"5,06,614","3,35,136",66.2 %,"45,223",13.5%
129,Chingleput,188,GEN,Madras,C. C. Babu,Dravida Munetra Kazhagam,"5,38,456","4,31,101",80.1 %,"1,05,731",24.5%
130,Chirayinkil,495,GEN,Kerala,K. Anirudhan,Communist Party Of India (MARXIST),"4,10,807","3,10,052",75.5 %,"29,343",9.5%
131,Chitorgarh,346,GEN,Rajasthan,O. L. Bohra,Indian National Congress,"5,05,661","2,65,725",52.6 %,"35,101",13.2%
132,Chitradurga,274,GEN,Mysore,J. M. Imam,Swatantra,"4,99,894","3,41,214",68.3 %,"31,932",9.4%
133,Chittoor,21,GEN,Andhra Pradesh,N.P.C. Naidu,Indian National Congress,"5,18,637","3,55,499",68.5 %,"27,663",7.8%
134,Coimbatore,202,GEN,Madras,K. Ramani,Communist Party Of India (MARXIST),"5,61,096","4,27,419",76.2 %,"65,921",15.4%
135,Contai,466,GEN,West Bengal,G. Samar,Praja Socialist Party,"5,12,594","3,66,246",71.5 %,"17,169",4.7%
136,Cooch Behar,438,SC,West Bengal,B. K. D. Chowdhury,Forward Bloc,"5,08,364","3,41,555",67.2 %,"43,836",12.8%
137,Cuddalore,194,GEN,Madras,V. K. Gounder,Dravida Munetra Kazhagam,"5,45,062","4,16,423",76.4 %,"47,973",11.5%
138,Cuddapah,23,GEN,Andhra Pradesh,Y.E. Reddy,Communist Party Of India,"5,27,110","4,02,943",76.4 %,"37,719",9.4%
139,Cuttack,302,GEN,Orissa,S. Misra,Praja Socialist Party,"5,47,621","2,76,875",50.6 %,"12,138",4.4%
140,Dabhoi,128,GEN,Gujarat,M.M. Patel,Indian National Congress,"4,58,775","3,06,310",66.8 %,"27,589",9.0%
141,Dadra Nagar Haveli,499,ST,Dadra & Nagar Haveli,S. R. Delkar,Indian National Congress,"29,564","23,144",78.3 %,"6,406",27.7%
142,Dahanu,233,ST,Maharashtra,Y. M. Mukne,Indian National Congress,"4,39,251","2,47,807",56.4 %,"35,940",14.5%
143,Dahod,123,ST,Gujarat,B.R. Parmar,Indian National Congress,"4,20,684","2,44,947",58.2 %,"8,084",3.3%
144,Damoh,170,GEN,Madhya Pradesh [1947 - 1999],M.J.B. Patel,Indian National Congress,"4,82,099","2,78,035",57.7 %,"59,621",21.4%
145,Darbhanga,71,GEN,Bihar [1947 - 1999],S. N. Sinha,Indian National Congress,"5,89,019","3,49,480",59.3 %,"53,073",15.2%
146,Darjeeling,440,GEN,West Bengal,M. Basu,Independent,"4,42,750","2,58,528",58.4 %,"1,831",0.7%
147,Dausa,335,GEN,Rajasthan,R. C. Ganpat,Swatantra,"5,50,250","3,11,199",56.6 %,"45,091",14.5%
148,Dehra Dun,437,GEN,Uttar Pradesh [1947 - 1999],K.Y. Singh,Independent,"4,65,613","3,20,353",68.8 %,"40,112",12.5%
149,Delhi Sadar,505,GEN,Delhi,K. L. Gupta,Bhartiya Jan Sangh,"2,25,517","1,60,283",71.1 %,"9,705",6.1%
150,Deoria,393,GEN,Uttar Pradesh [1947 - 1999],B. Rai,Indian National Congress,"5,12,391","2,73,610",53.4 %,"34,979",12.8%
151,Dhanbad,101,GEN,Bihar [1947 - 1999],L. R. Lakshmi,Jana Kranti Dal,"4,80,690","1,94,970",40.6 %,"20,267",10.4%
152,Dhandhuka,116,GEN,Gujarat,R.K. Amin,Swatantra,"4,32,903","2,77,016",64.0 %,"30,658",11.1%
153,Dhar,180,ST,Madhya Pradesh [1947 - 1999],Bharatsingh,Bhartiya Jan Sangh,"4,58,570","2,66,069",58.0 %,"20,510",7.7%
154,Dharapuram,204,SC,Madras,C. T. Dhandapani,Dravida Munetra Kazhagam,"5,63,703","4,28,401",76.0 %,"1,10,866",25.9%
155,Dharwar North,291,GEN,Mysore,M. S. Bindurao,Indian National Congress,"4,33,794","2,83,277",65.3 %,"87,430",30.9%
156,Dharwar South,290,GEN,Mysore,M. F. Hussensab,Indian National Congress,"4,71,334","3,07,737",65.3 %,"64,631",21.0%
157,Dhenkanal,315,GEN,Orissa,R.K.P.S.D.M. Bahadur,Swatantra,"4,99,572","2,45,220",49.1 %,"88,045",35.9%
158,Dhubri,45,GEN,Assam,J. Ahmed,Praja Socialist Party,"4,02,189","2,87,387",71.5 %,"66,308",23.1%
159,Dhulia,237,GEN,Maharashtra,C. A. Patil,Indian National Congress,"5,06,847","3,09,332",61.0 %,"81,383",26.3%
160,Diamond Harbour,453,GEN,West Bengal,J. Basu,Communist Party Of India (MARXIST),"5,31,464","3,94,853",74.3 %,"70,974",18.0%
161,Dibrugarh,55,GEN,Assam,J. N. Hazarika,Indian National Congress,"3,99,041","2,19,091",54.9 %,"22,897",10.5%
162,Dindigul,207,GEN,Madras,N. Anbuchezhian,Dravida Munetra Kazhagam,"5,55,868","4,28,095",77.0 %,"1,03,346",24.1%
163,Domariaganj,387,GEN,Uttar Pradesh [1947 - 1999],N. S. Sharma,Bhartiya Jan Sangh,"4,95,854","2,94,468",59.4 %,"29,992",10.2%
164,Dumka,81,ST,Bihar [1947 - 1999],S. C. Besra,Indian National Congress,"4,78,393","1,62,235",33.9 %,"12,040",7.4%
165,Durg,165,GEN,Madhya Pradesh [1947 - 1999],V.Y. Tamaskar,Indian National Congress,"5,32,152","2,80,983",52.8 %,"34,318",12.2%
166,East Delhi,503,GEN,Delhi,H. Devgun,Bhartiya Jan Sangh,"2,65,230","1,78,484",67.3 %,"5,616",3.1%
167,Eluru,11,GEN,Andhra Pradesh,K. Suryanarayan,Indian National Congress,"5,08,275","4,04,043",79.5 %,"1,953",0.5%
168,Ernakulam,487,GEN,Kerala,V. V. Menon,Communist Party Of India (MARXIST),"4,57,108","3,72,561",81.5 %,"16,606",4.5%
169,Etah,423,GEN,Uttar Pradesh [1947 - 1999],Rohanlal,Indian National Congress,"4,82,836","2,84,078",58.8 %,"15,383",5.4%
170,Etawah,418,GEN,Uttar Pradesh [1947 - 1999],A. Singh,Samyukta Socialist Party,"4,82,147","2,75,956",57.2 %,"45,348",16.4%
171,Faizabad,379,GEN,Uttar Pradesh [1947 - 1999],R. K. Sinha,Indian National Congress,"4,40,689","2,34,080",53.1 %,"16,909",7.2%
172,Farrukhabad,420,GEN,Uttar Pradesh [1947 - 1999],A.C. Singh,Indian National Congress,"5,17,331","2,93,868",56.8 %,"24,688",8.4%
173,Fatehpur,410,GEN,Uttar Pradesh [1947 - 1999],S.B. Singh,Indian National Congress,"5,35,616","2,60,884",48.7 %,"25,557",9.8%
174,Fazilka,317,GEN,Punjab,I. Singh,Indian National Congress,"4,94,461","3,43,288",69.4 %,"26,495",7.7%
175,Ferozepur,318,GEN,Punjab,S. Singh,Akali Dal - Sant Fateh Singh Group,"4,65,986","3,38,127",72.6 %,"12,640",3.7%
176,Firozabad,424,SC,Uttar Pradesh [1947 - 1999],S.C. Lal,Samyukta Socialist Party,"5,00,659","2,48,869",49.7 %,"13,281",5.3%
177,Gandhinagar,118,SC,Gujarat,S.M. Solanki,Indian National Congress,"5,15,980","3,54,758",68.8 %,"29,840",8.4%
178,Ganganagar,330,SC,Rajasthan,P. Lal,Indian National Congress,"5,43,522","3,33,180",61.3 %,"56,378",16.9%
179,Garhwal,354,GEN,Uttar Pradesh [1947 - 1999],B. Darshan,Indian National Congress,"4,21,277","1,73,000",41.1 %,"59,923",34.6%
180,Gauhati,48,GEN,Assam,D. Kalita,Communist Party Of India,"4,12,702","2,75,000",66.6 %,"1,550",0.6%
181,Gaya,98,SC,Bihar [1947 - 1999],R. Das,Indian National Congress,"4,84,827","2,17,255",44.8 %,"33,988",15.6%
182,Ghatal,464,GEN,West Bengal,G. Parimal,Indian National Congress,"4,75,725","3,48,573",73.3 %,"28,910",8.3%
183,Ghatampur,415,SC,Uttar Pradesh [1947 - 1999],T. Ram,Indian National Congress,"5,09,217","2,96,023",58.1 %,"8,538",2.9%
184,Ghazipur,402,GEN,Uttar Pradesh [1947 - 1999],S. Pandey,Communist Party Of India,"4,98,188","2,77,743",55.8 %,"3,240",1.2%
185,Ghosi,396,GEN,Uttar Pradesh [1947 - 1999],J. Bahadur,Communist Party Of India,"5,01,984","2,91,645",58.1 %,"4,288",1.5%
186,Giridih,100,GEN,Bihar [1947 - 1999],A. I. Ahmad,Indian National Congress,"4,88,257","2,12,724",43.6 %,"3,831",1.8%
187,Gobichettipalayam,205,GEN,Madras,P. A. Saminathan,Dravida Munetra Kazhagam,"5,13,981","3,87,769",75.4 %,"48,945",12.6%
188,Godda,80,GEN,Bihar [1947 - 1999],P. H. Singhka,Indian National Congress,"5,18,431","2,25,809",43.6 %,"21,862",9.7%
189,Godhra,124,GEN,Gujarat,P.H. Mody,Swatantra,"4,26,461","2,71,165",63.6 %,"24,449",9.0%
190,Gonda,385,GEN,Uttar Pradesh [1947 - 1999],S. Kripalani,Indian National Congress,"4,62,900","2,43,676",52.6 %,"11,661",4.8%
191,Gopalganj,59,GEN,Bihar [1947 - 1999],D. N. Tiwary,Indian National Congress,"5,18,630","2,48,353",47.9 %,"3,016",1.2%
192,Gorakhpur,390,GEN,Uttar Pradesh [1947 - 1999],D. V. Nath,Independent,"4,34,485","2,66,262",61.3 %,"42,715",16.0%
193,Gudivada,12,GEN,Andhra Pradesh,M. Ankineedu,Indian National Congress,"5,13,970","4,09,419",79.7 %,"40,198",9.8%
194,Gulbarga,270,GEN,Mysore,M. Yeshvantappa,Indian National Congress,"4,89,226","2,42,601",49.6 %,"58,277",24.0%
195,Guna,151,GEN,Madhya Pradesh [1947 - 1999],V.R. Scindhia,Swatantra,"5,26,703","3,05,701",58.0 %,"1,86,189",60.9%
196,Guntur,16,GEN,Andhra Pradesh,K. Raghuramaiah,Indian National Congress,"5,64,418","4,13,981",73.4 %,"1,17,032",28.3%
197,Gurdaspur,321,GEN,Punjab,D. Chand,Indian National Congress,"4,92,194","3,51,135",71.3 %,"22,746",6.5%
