#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
31,Arrah,36,GEN,Bihar [1947 - 1999],Chandra Deo Prasad Verma,Janata Dal,"11,01,975","6,44,523",58.5 %,"41,041",6.4%
32,Arunachal East,2,GEN,Arunachal Pradesh,Wangcha Rajkumar,Independent,"2,33,293","1,29,892",55.7 %,"7,271",5.6%
33,Arunachal West,1,GEN,Arunachal Pradesh,Tomo Riba,Independent,"3,11,147","1,69,788",54.6 %,"39,616",23.3%
34,Asansol,38,SC,West Bengal,Haradhan Roy,Communist Party Of India (MARXIST),"12,07,881","8,41,736",69.7 %,"46,950",5.6%
35,Aska,10,GEN,Orissa,Biju Patnaik,Janata Dal,"11,20,144","5,59,142",49.9 %,"81,094",14.5%
36,Aurangabad,40,GEN,Bihar [1947 - 1999],Virendra Kumar Singh,Janata Dal,"10,88,114","5,46,176",50.2 %,"23,032",4.2%
37,Aurangabad,33,GEN,Maharashtra,Jaiswal Pradeep,Shiv Sena,"13,18,963","6,97,581",52.9 %,"1,14,579",16.4%
38,Autonomous District,3,ST,Assam,Jayanta Rongpi,Autonomous State Demand Committee,"4,46,596","3,56,558",79.8 %,"1,03,130",28.9%
39,Azamgarh,45,GEN,Uttar Pradesh [1947 - 1999],Rama Kant Yadav,Samajwadi Party,"12,05,790","5,92,402",49.1 %,"22,081",3.7%
40,Badagara,3,GEN,Kerala,O. Bharathan,Communist Party Of India (MARXIST),"10,89,716","8,25,203",75.7 %,"79,945",9.7%
41,Bagaha,1,SC,Bihar [1947 - 1999],Mahendra Baitha,Samata Party,"10,10,335","4,63,015",45.8 %,"56,072",12.1%
42,Bagalkot,27,GEN,Karnataka,Meti Hullappa Yamanappa,Janata Dal,"10,54,336","6,75,719",64.1 %,"21,332",3.2%
43,Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Ajit Singh,Indian National Congress,"12,71,152","6,66,928",52.5 %,"1,98,891",29.8%
44,Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Padam Sen Chaudhari,Bharatiya Janta Party,"12,00,265","4,81,472",40.1 %,"65,968",13.7%
45,Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Vishveshwar Bhagat,Indian National Congress,"8,59,897","5,68,630",66.1 %,"1,257",0.2%
46,Balasore,2,ST,Orissa,Kartik Mohapatra,Indian National Congress,"11,36,681","7,84,650",69.0 %,"1,90,681",24.3%
47,Balia,19,GEN,Bihar [1947 - 1999],Shatrughan Prasad Singh,Communist Party Of India,"9,94,509","5,37,617",54.1 %,"88,334",16.4%
48,Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Samata Party,"12,76,125","5,41,957",42.5 %,"1,86,605",34.4%
49,Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Satyadev Singh,Bharatiya Janta Party,"11,36,223","5,40,951",47.6 %,"57,590",10.6%
50,Balurghat,6,GEN,West Bengal,Barman Ranen,Revolutionary Socialist Party,"10,67,771","9,26,427",86.8 %,"1,43,707",15.5%
51,Banaskantha,14,GEN,Gujarat,B.K. Gadhavi,Indian National Congress,"10,85,314","4,82,669",44.5 %,"11,960",2.5%
52,Banda,59,GEN,Uttar Pradesh [1947 - 1999],Ram Sajeevan Singh,Bahujan Samaj Party,"11,12,281","3,67,953",33.1 %,"9,171",2.5%
53,Bangalore North,12,GEN,Karnataka,C Narayanaswamy,Janata Dal,"15,38,457","8,34,759",54.3 %,"1,33,302",16.0%
54,Bangalore South,13,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,"13,00,498","7,27,220",55.9 %,"21,968",3.0%
55,Banka,29,GEN,Bihar [1947 - 1999],Giridhari Yadav,Janata Dal,"10,53,423","6,40,950",60.8 %,"14,715",2.3%
56,Bankura,35,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),"9,94,144","7,74,916",78.0 %,"2,28,987",29.5%
57,Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Subhawati Debi,Samajwadi Party,"12,55,383","5,37,834",42.8 %,"26,169",4.9%
58,Banswara,16,GEN,Rajasthan,Tarachand Bhagora,Indian National Congress,"11,48,900","5,21,227",45.4 %,"51,152",9.8%
59,Bapatla,16,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,"10,73,890","6,75,719",62.9 %,"8,262",1.2%
60,Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Ram Sagar,Samajwadi Party,"10,97,187","5,07,199",46.2 %,"14,722",2.9%
61,Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Indian National Congress,"13,99,042","7,62,533",54.5 %,"1,60,501",21.0%
62,Baramulla,1,GEN,Jammu & Kashmir,Gh. Rasool Kar,Indian National Congress,"7,04,601","3,28,688",46.7 %,"64,981",19.8%
63,Barasat,13,SC,West Bengal,Chitta Basu,All India Forward Bloc,"12,41,826","10,72,009",86.3 %,"35,347",3.3%
64,Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Santosh Kumar Gangwar,Bharatiya Janta Party,"10,81,013","5,46,942",50.6 %,"39,092",7.1%
65,Barh,18,GEN,Bihar [1947 - 1999],Nitish Kumar,Samata Party,"10,88,618","7,07,618",65.0 %,"64,854",9.2%
66,Barmer,23,GEN,Rajasthan,Sona Ram,Indian National Congress,"13,29,885","6,55,776",49.3 %,"64,666",9.9%
67,Baroda,22,GEN,Gujarat,Gaekwad Satyajitsinh Dilipsinh,Indian National Congress,"13,96,257","4,37,236",31.3 %,17,0.0%
68,Barpeta,6,GEN,Assam,Uddhab Barman,Communist Party Of India (MARXIST),"8,57,358","7,05,207",82.3 %,"67,503",9.6%
69,Barrackpore,19,SC,West Bengal,Tarit Baran Topdar,Communist Party Of India (MARXIST),"10,12,225","8,25,298",81.5 %,"50,894",6.2%
70,Basirhat,14,SC,West Bengal,Ajay Chakraborty,Communist Party Of India,"10,23,023","9,12,574",89.2 %,"86,016",9.4%
71,Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mahendra Karma,Independent,"9,23,408","4,22,541",45.8 %,"14,057",3.3%
72,Basti,34,SC,Uttar Pradesh [1947 - 1999],Sriram Chauhan,Bharatiya Janta Party,"11,56,395","5,44,459",47.1 %,"49,838",9.2%
73,Bayana,10,SC,Rajasthan,Gangaram,Bharatiya Janta Party,"10,72,750","3,87,319",36.1 %,"77,298",20.0%
74,Beed,34,GEN,Maharashtra,Rajani Ashokrao Patil,Bharatiya Janta Party,"11,46,418","6,59,340",57.5 %,"57,460",8.7%
75,Begusarai,33,GEN,Bihar [1947 - 1999],Ramendra Kumar,Independent,"11,02,549","6,69,783",60.8 %,"25,924",3.9%
76,Belgaum,25,GEN,Karnataka,Koujalagi Shivanand Hemappa,Janata Dal,"11,66,310","6,60,679",56.7 %,"70,637",10.7%
77,Bellary,5,SC,Karnataka,K C Kondaiah,Indian National Congress,"11,55,671","6,42,633",55.6 %,"4,519",0.7%
78,Berhampore,10,GEN,West Bengal,Pramothes Mukherjee,Revolutionary Socialist Party,"11,66,530","9,45,166",81.0 %,"44,357",4.7%
79,Berhampur,11,GEN,Orissa,P V Narasimha Rao,Indian National Congress,"10,49,078","5,58,038",53.2 %,"1,68,540",30.2%
80,Bettiah,2,GEN,Bihar [1947 - 1999],Madan Prasad Jaiswal,Bharatiya Janta Party,"10,91,777","6,31,754",57.9 %,"51,489",8.2%
81,Betul,28,GEN,Madhya Pradesh [1947 - 1999],Vijay Kumar Khandelwal,Bharatiya Janta Party,"9,42,780","5,25,173",55.7 %,"1,12,076",21.3%
82,Bhadrachalam,5,ST,Andhra Pradesh,Sode Ramaiah,Communist Party Of India,"11,02,108","6,76,585",61.4 %,"27,408",4.1%
83,Bhadrak,3,GEN,Orissa,Muralidhar Jena,Indian National Congress,"11,29,875","7,22,571",64.0 %,"64,572",8.9%
84,Bhagalpur,30,GEN,Bihar [1947 - 1999],Chunchun Prasad Yadav,Janata Dal,"12,27,940","6,55,328",53.4 %,"53,137",8.1%
85,Bhandara,24,GEN,Maharashtra,Patel Praful Manoharbhai,Indian National Congress,"9,07,907","6,16,741",67.9 %,"6,963",1.1%
86,Bharatpur,9,SC,Rajasthan,Maharani Divya Singh,Bharatiya Janta Party,"10,70,695","5,12,919",47.9 %,"90,693",17.7%
87,Bhatinda,11,GEN,Punjab,Harinder Singh Khalsa(NORWAY),Shiromani Akali Dal,"11,31,612","6,92,961",61.2 %,"92,229",13.3%
88,Bhavnagar,8,SC,Gujarat,Rajendrasinh Ghanshyamsinh Rana,Bharatiya Janta Party,"9,49,885","4,41,164",46.4 %,"7,771",1.8%
89,Bhilwara,20,ST,Rajasthan,Subhash Chandra Baheriya,Bharatiya Janta Party,"11,25,810","4,81,958",42.8 %,"17,209",3.6%
90,Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Dr. Ram Lakhan Singh,Bharatiya Janta Party,"11,89,827","5,13,481",43.2 %,"15,798",3.1%
91,Bhiwani,8,GEN,Haryana,Surender Singh,Haryana Vikas Party,"10,60,563","7,49,299",70.7 %,"2,25,183",30.1%
92,Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],Sushil Chandra,Bharatiya Janta Party,"14,56,014","7,32,726",50.3 %,"1,50,894",20.6%
93,Bhubaneswar,9,GEN,Orissa,Soumya Ranjan Pattnaik,Indian National Congress,"12,08,667","6,35,298",52.6 %,"78,419",12.3%
94,Bidar,1,GEN,Karnataka,Ramachandra Veerappa,Bharatiya Janta Party,"11,28,431","4,97,707",44.1 %,"1,59,413",32.0%
95,Bijapur,28,SC,Karnataka,Patil Basangouda Rudragouda,Janata Dal,"10,96,455","5,19,633",47.4 %,"30,593",5.9%
96,Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Mangal Ram Premi,Bharatiya Janta Party,"12,13,828","6,12,732",50.5 %,"27,417",4.5%
97,Bikaner,2,SC,Rajasthan,Mahender Singh Bhati,Bharatiya Janta Party,"16,74,836","7,77,212",46.4 %,"31,536",4.1%
98,Bikramganj,39,GEN,Bihar [1947 - 1999],Kanti Singh,Janata Dal,"11,21,577","6,59,395",58.8 %,"2,423",0.4%
99,Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Punnulal Mohle,Bharatiya Janta Party,"10,31,337","5,57,347",54.0 %,"34,880",6.3%
100,Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Shyam Behari S/o Baij Nath,Bharatiya Janta Party,"12,37,577","5,62,195",45.4 %,"33,539",6.0%
101,Birbhum,42,GEN,West Bengal,Ramchandra Dome,Communist Party Of India (MARXIST),"9,94,683","8,27,366",83.2 %,"1,11,020",13.4%
102,Bobbili,3,GEN,Andhra Pradesh,Kondapalli Pydithalli Naidu,Telugu Desam,"9,42,900","6,40,026",67.9 %,"20,967",3.3%
103,Bolangir,16,SC,Orissa,Sarat Pattanayak,Indian National Congress,"9,72,722","5,87,130",60.4 %,"11,702",2.0%
104,Bolpur,41,SC,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),"9,77,226","8,02,298",82.1 %,"2,53,646",31.6%
105,Broach,23,ST,Gujarat,Chandubhai Shanabhai Deshmukh,Bharatiya Janta Party,"10,28,659","4,58,547",44.6 %,"23,826",5.2%
106,Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Salim Iqbal Shervani,Samajwadi Party,"10,97,550","5,35,414",48.8 %,"45,187",8.4%
107,Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Chattar Pal,Bharatiya Janta Party,"11,13,800","4,81,519",43.2 %,"51,170",10.6%
108,Buldhana,18,GEN,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,"10,23,215","6,07,477",59.4 %,"69,431",11.4%
109,Bulsar,26,ST,Gujarat,Manibhai Ramjibhai Chaudhari,Bharatiya Janta Party,"11,30,987","4,29,819",38.0 %,368,0.1%
110,Burdwan,39,GEN,West Bengal,Balai Ray,Communist Party Of India (MARXIST),"11,44,191","9,83,515",86.0 %,"2,62,714",26.7%
111,Buxar,37,GEN,Bihar [1947 - 1999],Lal Muni Choubey,Bharatiya Janta Party,"10,24,374","5,92,145",57.8 %,"63,764",10.8%
112,Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,Indian National Congress,"9,07,284","6,60,413",72.8 %,"64,985",9.8%
113,Calcutta North West,21,GEN,West Bengal,Debi Prosad Pal,Indian National Congress,"6,93,995","4,52,757",65.2 %,"64,951",14.3%
114,Calcutta South,23,GEN,West Bengal,Mamata Banerjee,Indian National Congress,"11,67,381","8,52,458",73.0 %,"1,03,261",12.1%
115,Calicut,4,GEN,Kerala,M P Veerendra Kumar,Janata Dal,"10,59,411","7,58,736",71.6 %,"38,703",5.1%
116,Cannanore,2,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,"10,46,188","7,74,769",74.1 %,"39,302",5.1%
117,Chail,57,SC,Uttar Pradesh [1947 - 1999],Amrit Lal Bharti,Bharatiya Janta Party,"13,00,833","3,80,785",29.3 %,"31,579",8.3%
118,Chamarajanagar,15,GEN,Karnataka,A Siddaraju,Janata Dal,"10,57,750","7,14,967",67.6 %,"23,576",3.3%
119,Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Anand Ratna Maurya,Bharatiya Janta Party,"12,78,693","6,00,277",46.9 %,"31,151",5.2%
120,Chandigarh,1,GEN,Chandigarh,Satya Pal Jain,Bharatiya Janta Party,"4,50,599","2,63,189",58.4 %,"23,969",9.1%
121,Chandni Chowk,5,SC,Delhi [1977 Onwards],Jai Parkash Agarwal,Indian National Congress,"3,62,555","2,08,531",57.5 %,"22,244",10.7%
122,Chandrapur,26,GEN,Maharashtra,Ahir Hansaraj Gangaram,Bharatiya Janta Party,"11,80,374","7,70,875",65.3 %,"96,131",12.5%
123,Chapra,7,GEN,Bihar [1947 - 1999],Rajiv Pratap Rudi,Bharatiya Janta Party,"10,01,896","7,15,458",71.4 %,"15,496",2.2%
124,Chatra,44,GEN,Bihar [1947 - 1999],Dheerendra Agrawal,Bharatiya Janta Party,"10,16,116","5,15,428",50.7 %,"54,370",10.5%
125,Chengalpattu,5,GEN,Tamil Nadu,Parasuraman.K,Dravida Munetra Kazhagam,"10,43,889","7,38,989",70.8 %,"2,35,657",31.9%
126,Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Kamal Nath,Indian National Congress,"9,96,034","6,38,331",64.1 %,"21,382",3.3%
127,Chhota Udaipur,21,ST,Gujarat,Rathawa Naranbhai Jemalabhai,Indian National Congress,"9,43,031","3,50,637",37.2 %,"57,906",16.5%
128,Chidambaram,12,GEN,Tamil Nadu,Ganesan V,Dravida Munetra Kazhagam,"10,26,604","7,25,700",70.7 %,"1,76,266",24.3%
129,Chikballapur,9,ST,Karnataka,R L Jalappa,Janata Dal,"11,00,377","7,81,056",71.0 %,"16,814",2.2%
130,Chikkodi,26,GEN,Karnataka,Ratnamala Dhareshwar Savanoor,Janata Dal,"10,27,561","5,84,189",56.9 %,"1,12,759",19.3%
131,Chikmagalur,20,GEN,Karnataka,B L Shankar,Janata Dal,"9,96,548","6,49,775",65.2 %,"4,059",0.6%
132,Chimur,25,GEN,Maharashtra,Diwate Namdeo Harbaji,Bharatiya Janta Party,"9,89,212","7,21,187",72.9 %,"1,12,335",15.6%
133,Chirayinkil,19,GEN,Kerala,A.Sampath,Communist Party Of India (MARXIST),"10,35,445","6,96,024",67.2 %,"48,083",6.9%
134,Chitradurga,7,GEN,Karnataka,P.Kodandaramaiah,Janata Dal,"11,18,685","7,22,485",64.6 %,"19,382",2.7%
135,Chittoor,21,GEN,Andhra Pradesh,N.Ramakrishna Reddy,Telugu Desam,"11,32,837","8,11,110",71.6 %,"61,350",7.6%
136,Chittorgarh,19,ST,Rajasthan,Jaswant Singh,Bharatiya Janta Party,"12,36,357","4,69,227",38.0 %,"47,843",10.2%
137,Churu,3,GEN,Rajasthan,Narendra Budaniya,Indian National Congress,"11,60,594","5,95,501",51.3 %,"24,438",4.1%
138,Coimbatore,20,GEN,Tamil Nadu,Ramanathan M.,Dravida Munetra Kazhagam,"13,17,120","8,48,217",64.4 %,"2,62,787",31.0%
139,Contai,31,GEN,West Bengal,Sudhir Giri,Communist Party Of India (MARXIST),"9,31,232","8,29,074",89.0 %,"24,042",2.9%
140,Cooch Behar,1,SC,West Bengal,Amar Roy Pradhan,All India Forward Bloc,"10,64,791","9,53,613",89.6 %,"89,034",9.3%
141,Cuddalore,11,GEN,Tamil Nadu,Venkatesan P.R.S,Tamil Maanila Congress (MOOPANAR),"10,42,486","7,29,417",70.0 %,"2,05,204",28.1%
142,Cuddapah,23,GEN,Andhra Pradesh,Rajasekhara Reddy Y.S.,Indian National Congress,"11,52,736","7,67,958",66.6 %,"5,445",0.7%
143,Cuttack,6,GEN,Orissa,Biju Patnaik,Janata Dal,"11,27,256","7,08,148",62.8 %,"57,807",8.2%
144,Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Indian National Congress,"94,909","73,032",77.0 %,"9,349",12.8%
145,Dahanu,11,GEN,Maharashtra,Chintaman Wanaga,Bharatiya Janta Party,"13,93,889","5,58,156",40.0 %,"72,518",13.0%
146,Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,"10,06,608","3,08,477",30.7 %,"67,582",21.9%
147,Daman And Diu,1,GEN,Daman & Diu,Tandel Gopalbhai Kalyanbhai,Indian National Congress,"70,202","49,606",70.7 %,"4,931",9.9%
148,Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Ram Krishna Kusmaria,Bharatiya Janta Party,"11,74,713","6,13,528",52.2 %,"1,68,257",27.4%
149,Darbhanga,15,GEN,Bihar [1947 - 1999],Md. Ali Ashraf Fatmi,Janata Dal,"10,25,836","6,28,362",61.3 %,"1,04,021",16.6%
150,Darjeeling,4,GEN,West Bengal,R B Rai,Communist Party Of India (MARXIST),"12,12,950","8,43,297",69.5 %,"77,124",9.1%
151,Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,"12,43,812","6,64,895",53.5 %,"62,861",9.5%
152,Davangere,6,ST,Karnataka,G Mallikarjunappa,Bharatiya Janta Party,"11,43,500","7,47,950",65.4 %,"97,087",13.0%
153,Delhi Sadar,6,GEN,Delhi [1977 Onwards],Vijay Kumar Goel,Bharatiya Janta Party,"5,00,633","3,01,583",60.2 %,"1,603",0.5%
154,Deogarh,18,GEN,Orissa,Sriballav Panigrahi,Indian National Congress,"10,81,508","5,80,176",53.7 %,"47,382",8.2%
155,Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Shriprakash Mani,Bharatiya Janta Party,"12,36,272","5,84,094",47.3 %,"46,927",8.0%
156,Dhanbad,47,GEN,Bihar [1947 - 1999],Rita Verma,Bharatiya Janta Party,"14,32,169","8,19,890",57.3 %,"22,196",2.7%
157,Dhandhuka,9,GEN,Gujarat,Varma Ratilal Kalidas,Bharatiya Janta Party,"9,76,470","3,19,475",32.7 %,"30,229",9.5%
158,Dhar,36,ST,Madhya Pradesh [1947 - 1999],Chhatar Sinh Darbar,Bharatiya Janta Party,"11,11,600","6,05,585",54.5 %,"81,611",13.5%
159,Dharmapuri,13,SC,Tamil Nadu,Theertharaman.P,Tamil Maanila Congress (MOOPANAR),"11,22,427","7,38,915",65.8 %,"1,31,246",17.8%
160,Dharwad North,24,GEN,Karnataka,Vijay Sankeshwar,Bharatiya Janta Party,"10,71,304","5,98,156",55.8 %,"40,351",6.7%
161,Dharwad South,23,GEN,Karnataka,I G Sanadi,Indian National Congress,"10,40,747","6,22,321",59.8 %,"9,609",1.5%
162,Dhenkanal,19,GEN,Orissa,Kamakhya Prasad Singh Deo,Indian National Congress,"10,50,237","5,74,824",54.7 %,"86,094",15.0%
163,Dhubri,4,GEN,Assam,Nurul Islam,Indian National Congress,"9,30,942","8,10,647",87.1 %,"1,32,221",16.3%
164,Dhule,14,GEN,Maharashtra,Bagul Sahebrao Sukram,Bharatiya Janta Party,"10,77,969","3,90,563",36.2 %,"29,633",7.6%
165,Diamond Harbour,17,GEN,West Bengal,Samik Lahiri,Communist Party Of India (MARXIST),"11,05,494","8,89,735",80.5 %,"22,526",2.5%
166,Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,"8,40,893","5,91,297",70.3 %,"1,07,355",18.2%
167,Dindigul,23,GEN,Tamil Nadu,Chitthan.N.S.V.,Tamil Maanila Congress (MOOPANAR),"10,75,085","7,25,466",67.5 %,"2,67,914",36.9%
168,Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Brij Bhushan Tiwari,Samajwadi Party,"11,21,884","5,81,728",51.9 %,"25,923",4.5%
169,Dum Dum,20,SC,West Bengal,Nirmal Kanti Chatterjee,Communist Party Of India (MARXIST),"15,44,506","12,52,429",81.1 %,"58,291",4.7%
170,Dumka,27,ST,Bihar [1947 - 1999],Shibu Soren,Jharkhand Mukti Morcha,"9,49,909","5,28,690",55.7 %,"5,478",1.0%
171,Durg,21,GEN,Madhya Pradesh [1947 - 1999],Tarachand Sahu,Bharatiya Janta Party,"12,50,065","6,54,596",52.4 %,"25,747",3.9%
172,Durgapur,37,SC,West Bengal,Sunil Khan,Communist Party Of India (MARXIST),"11,39,493","9,17,970",80.6 %,"1,81,713",19.8%
173,East Delhi,4,GEN,Delhi [1977 Onwards],"B.L. Sharma ""prem""",Bharatiya Janta Party,"22,21,193","11,22,631",50.5 %,"1,52,499",13.6%
174,Eluru,11,GEN,Andhra Pradesh,Bolla Buli Ramaiah,Telugu Desam,"11,18,637","7,95,079",71.1 %,"1,635",0.2%
175,Erandol,16,GEN,Maharashtra,Annasaheb Patil M.K.,Bharatiya Janta Party,"10,35,322","5,31,894",51.4 %,"46,527",8.7%
176,Ernakulam,11,GEN,Kerala,Xavier Arrakkal,Independent,"10,70,063","7,29,915",68.2 %,"30,385",4.2%
177,Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepak Singh,Bharatiya Janta Party,"10,20,377","4,78,551",46.9 %,"45,703",9.6%
178,Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Ram Singh Shakya,Samajwadi Party,"11,23,677","5,18,933",46.2 %,"10,733",2.1%
179,Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Vinay Katiyar,Bharatiya Janta Party,"11,88,558","5,73,616",48.3 %,"26,302",4.6%
180,Faridabad,6,GEN,Haryana,Ram Chander,Bharatiya Janta Party,"13,94,387","8,44,989",60.6 %,"61,516",7.3%
181,Faridkot,12,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,"11,09,708","7,99,077",72.0 %,"37,858",4.7%
182,Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Swami Sacchidanand Sakshi,Bharatiya Janta Party,"12,13,726","5,90,001",48.6 %,"84,978",14.4%
183,Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Vishambhar Pratap Nishad,Bahujan Samaj Party,"11,41,848","4,14,013",36.3 %,"23,474",5.7%
184,Ferozepur,13,GEN,Punjab,Mohan Singh,Bahujan Samaj Party,"11,47,220","7,34,250",64.0 %,"59,912",8.2%
