#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
40,Badagara,3,GEN,Kerala,K. P. Unnikrishnan,Indian Congress (SOCIALIST),"7,40,431","5,83,558",78.8 %,"10,979",1.9%
41,Bagaha,1,SC,Bihar [1947 - 1999],Bhola Raut,Indian National Congress,"7,08,093","3,10,166",43.8 %,"1,65,534",53.4%
42,Bagalkot,27,GEN,Karnataka,Patil Hanmantagouda Bhimanagouda,Indian National Congress,"7,28,816","4,87,671",66.9 %,"10,512",2.2%
43,Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Charan Singh,Lok Dal,"7,54,811","4,79,161",63.5 %,"85,674",17.9%
44,Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Arif Mohammad Khan,Indian National Congress,"7,62,567","3,63,296",47.6 %,"1,01,020",27.8%
45,Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Nandkishore Sharma,Indian National Congress,"6,35,884","4,20,107",66.1 %,"68,117",16.2%
46,Balasore,2,ST,Orissa,Chintamani Jena,Indian National Congress,"7,36,899","4,94,847",67.2 %,"79,185",16.0%
47,Balia,19,GEN,Bihar [1947 - 1999],Chandra Bhanu Devi,Indian National Congress,"7,69,052","4,92,389",64.0 %,"1,23,901",25.2%
48,Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Jagannath Chowdhari,Indian National Congress,"7,95,336","4,38,137",55.1 %,"53,940",12.3%
49,Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Deep Narain Van Mahanth,Indian National Congress,"7,53,870","4,08,184",54.2 %,"8,656",2.1%
50,Balurghat,6,GEN,West Bengal,Palas Barman,Revolutionary Socialist Party,"7,68,931","6,26,120",81.4 %,"22,217",3.5%
51,Banaskantha,14,GEN,Gujarat,B.K.Gadhvi,Indian National Congress,"6,97,543","3,99,900",57.3 %,"27,283",6.8%
52,Banda,59,GEN,Uttar Pradesh [1947 - 1999],Bhism Deo Dubey,Indian National Congress,"7,08,382","3,87,705",54.7 %,"57,499",14.8%
53,Bangalore North,12,GEN,Karnataka,C. K. Jaffer Sharief,Indian National Congress,"8,69,205","5,18,766",59.7 %,"41,546",8.0%
54,Bangalore South,13,GEN,Karnataka,V. S. Krishna Iyer,Janta Party,"9,87,244","5,63,908",57.1 %,"12,732",2.3%
55,Banka,29,GEN,Bihar [1947 - 1999],Manorma Singh,Indian National Congress,"7,70,286","4,87,005",63.2 %,"1,51,972",31.2%
56,Bankura,35,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),"7,71,050","5,67,298",73.6 %,"24,216",4.3%
57,Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Mahavir Prasad,Indian National Congress,"7,71,602","3,79,185",49.1 %,"1,74,229",45.9%
58,Banswara,16,GEN,Rajasthan,Prabhulal Rawat,Indian National Congress,"7,33,798","4,10,554",56.0 %,"1,21,125",29.5%
59,Bapatla,16,GEN,Andhra Pradesh,Chimata Sambu,Telugu Desam,"8,17,197","5,66,622",69.3 %,"34,420",6.1%
60,Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Kamla Prasad,Indian National Congress,"6,92,717","3,87,428",55.9 %,"94,661",24.4%
61,Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Indian Congress (SOCIALIST),"8,59,626","6,08,149",70.8 %,"1,40,532",23.1%
62,Baramulla,1,GEN,Jammu & Kashmir,Saif -Ud- Din Soz,Jammu & Kashmir National Conference,"5,71,205","3,48,963",61.1 %,"1,40,419",40.2%
63,Barasat,13,SC,West Bengal,Tarun Kanti Ghosh,Indian National Congress,"8,39,673","7,03,865",83.8 %,"12,612",1.8%
64,Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Abida Ahmad,Indian National Congress,"6,46,148","3,49,085",54.0 %,"55,908",16.0%
65,Barh,18,GEN,Bihar [1947 - 1999],Prakash Chandra,Indian National Congress,"8,53,413","6,10,745",71.6 %,"2,22,736",36.5%
66,Barmer,23,GEN,Rajasthan,Virdhi Chand,Indian National Congress,"9,10,267","4,98,846",54.8 %,"1,06,713",21.4%
67,Baroda,22,GEN,Gujarat,Gaekwad Ranjitsinh Pratapshinh,Indian National Congress,"8,60,270","5,39,616",62.7 %,"1,52,552",28.3%
68,Barpeta,6,GEN,Assam,Ataur Rahman,Independent,"7,31,285","6,51,157",89.0 %,"56,296",8.6%
69,Barrackpore,19,SC,West Bengal,Debi Ghosal,Indian National Congress,"7,78,226","6,17,101",79.3 %,"53,669",8.7%
70,Basirhat,14,SC,West Bengal,Indrajit Gupta,Communist Party Of India,"7,54,765","6,17,980",81.9 %,"39,043",6.3%
71,Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mankuram Sodi,Indian National Congress,"5,90,530","2,38,843",40.5 %,"76,310",31.9%
72,Basti,34,SC,Uttar Pradesh [1947 - 1999],Ram Awadh Prasad,Indian National Congress,"7,53,818","3,46,178",45.9 %,"1,54,602",44.7%
73,Bayana,10,SC,Rajasthan,Lala Ram Ken,Indian National Congress,"7,39,563","3,29,388",44.5 %,"78,402",23.8%
74,Beed,34,GEN,Maharashtra,Kshirsagar Kehsarbai Sonajirao,Indian National Congress,"8,66,071","4,73,212",54.6 %,"1,10,362",23.3%
75,Begusarai,33,GEN,Bihar [1947 - 1999],Krishna Shahi,Indian National Congress,"8,34,398","5,35,039",64.1 %,"2,81,636",52.6%
76,Belgaum,25,GEN,Karnataka,Sidnal Shanmukhappa Basappa,Indian National Congress,"7,71,731","4,87,773",63.2 %,"35,540",7.3%
77,Bellary,5,SC,Karnataka,Basavarajeswari,Indian National Congress,"7,68,267","5,10,244",66.4 %,"72,286",14.2%
78,Berhampore,10,GEN,West Bengal,Atish Chandra Sinha,Indian National Congress,"8,67,180","6,63,678",76.5 %,"3,047",0.5%
79,Berhampur,11,GEN,Orissa,R.Jagannath Rao,Indian National Congress,"7,10,421","3,58,221",50.4 %,"1,44,860",40.4%
80,Bettiah,2,GEN,Bihar [1947 - 1999],Manoj Kumar Pande,Indian National Congress,"7,48,524","4,06,295",54.3 %,"1,35,268",33.3%
81,Betul,28,GEN,Madhya Pradesh [1947 - 1999],Aslam Sherkhan,Indian National Congress,"6,13,591","3,30,848",53.9 %,"37,950",11.5%
82,Bhadrachalam,5,ST,Andhra Pradesh,Sode Ramaiah,Communist Party Of India,"7,35,992","4,02,058",54.6 %,"24,640",6.1%
83,Bhadrak,3,GEN,Orissa,Ananta Prasad Sethi,Indian National Congress,"7,36,023","4,71,134",64.0 %,"67,419",14.3%
84,Bhagalpur,30,GEN,Bihar [1947 - 1999],Bhagwat Jha Azad,Indian National Congress,"8,51,928","5,71,619",67.1 %,"30,485",5.3%
85,Bhandara,24,GEN,Maharashtra,Keshaorao Atmaramji Pardhi,Indian National Congress,"7,09,457","4,84,438",68.3 %,"1,21,704",25.1%
86,Bharatpur,9,SC,Rajasthan,K.Natwar Singh,Indian National Congress,"7,15,907","4,55,961",63.7 %,"79,309",17.4%
87,Bhatinda,11,GEN,Punjab,Teja Singh Dardi,Shiromani Akali Dal,"8,42,005","5,92,839",70.4 %,"83,384",14.1%
88,Bhavnagar,8,SC,Gujarat,Gohil Gigabhai Bhavubhai,Indian National Congress,"6,94,984","3,63,794",52.4 %,"10,995",3.0%
89,Bhilwara,20,ST,Rajasthan,Girdhari Lal Vyas,Indian National Congress,"7,79,185","4,17,597",53.6 %,"1,51,636",36.3%
90,Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Krishna Singh,Indian National Congress,"7,71,477","4,15,884",53.9 %,"87,403",21.0%
91,Bhiwani,8,GEN,Haryana,Bansi Lal,Indian National Congress,"7,82,290","5,35,634",68.5 %,"1,87,077",34.9%
92,Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],K. N. Pradhan,Indian National Congress,"7,97,498","4,00,419",50.2 %,"1,28,664",32.1%
93,Bhubaneswar,9,GEN,Orissa,Chintamoni Panigrahi,Indian National Congress,"7,32,752","4,04,281",55.2 %,"89,854",22.2%
94,Bidar,1,GEN,Karnataka,Nasing Suryavansi,Indian National Congress,"7,69,422","3,46,592",45.1 %,"59,615",17.2%
95,Bijapur,28,SC,Karnataka,Guraddi Shivashankareppa Mallappa,Janta Party,"7,07,905","4,37,208",61.8 %,"2,419",0.6%
96,Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Girdhar Lal,Indian National Congress,"7,25,760","3,95,079",54.4 %,"99,813",25.3%
97,Bikaner,2,SC,Rajasthan,Manphool Singh,Indian National Congress,"10,05,582","5,57,794",55.5 %,"1,26,082",22.6%
98,Bikramganj,39,GEN,Bihar [1947 - 1999],Tapeshwar Singh,Indian National Congress,"8,49,458","5,89,876",69.4 %,"1,413",0.2%
99,Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Khelan Ram Jangde,Indian National Congress,"6,50,819","3,51,504",54.0 %,"1,14,267",32.5%
100,Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Jagdish Awasthi,Indian National Congress,"7,35,505","4,34,405",59.1 %,"81,610",18.8%
101,Birbhum,42,GEN,West Bengal,Gadahar Saha,Communist Party Of India (MARXIST),"7,51,344","5,63,391",75.0 %,"13,481",2.4%
102,Bobbili,3,GEN,Andhra Pradesh,Anand Gajapathi Raju Poosapati,Telugu Desam,"7,02,204","5,24,135",74.6 %,"1,37,583",26.2%
103,Bolangir,16,SC,Orissa,Nityanand Misra,Indian National Congress,"6,47,765","3,63,455",56.1 %,"34,952",9.6%
104,Bolpur,41,SC,West Bengal,Saradish Roy,Communist Party Of India (MARXIST),"7,52,853","5,89,186",78.3 %,"60,931",10.3%
105,Bombay North,9,SC,Maharashtra,Anoopchand Khimchand Shah,Indian National Congress,"9,92,937","5,02,067",50.6 %,"1,00,124",19.9%
106,Bombay North Central,6,GEN,Maharashtra,Dighe Sharad Shankar,Indian National Congress,"7,90,090","4,44,362",56.2 %,"1,32,098",29.7%
107,Bombay North East,7,SC,Maharashtra,Gurudas Kamat,Indian National Congress,"10,82,419","6,54,026",60.4 %,"96,274",14.7%
108,Bombay North West,8,GEN,Maharashtra,Sunil Dutt,Indian National Congress,"8,78,652","5,17,328",58.9 %,"1,54,640",29.9%
109,Bombay South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,"6,53,042","3,37,582",51.7 %,"1,05,278",31.2%
110,Bombay South Central,5,GEN,Maharashtra,Datta  Samant,Independent,"6,48,214","3,91,308",60.4 %,"72,611",18.6%
111,Broach,23,ST,Gujarat,Patel Ahmedbhai Mohammedbhai,Indian National Congress,"7,12,414","4,44,555",62.4 %,"1,23,069",27.7%
112,Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Saleem Iqbal Sherwani,Indian National Congress,"6,75,019","4,18,682",62.0 %,"49,742",11.9%
113,Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Kr. Surendra Pal,Indian National Congress,"7,11,066","4,06,950",57.2 %,"95,900",23.6%
114,Buldhana,18,GEN,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,"7,43,946","4,79,412",64.4 %,"48,058",10.0%
115,Bulsar,26,ST,Gujarat,Patel Uttambhai Harjibhai,Indian National Congress,"7,39,221","4,11,727",55.7 %,"54,690",13.3%
116,Burdwan,39,GEN,West Bengal,Sudhir Ray,Communist Party Of India (MARXIST),"8,40,465","6,97,707",83.0 %,"57,684",8.3%
117,Buxar,37,GEN,Bihar [1947 - 1999],Kamla Kant Tiwari,Indian National Congress,"8,81,047","4,56,203",51.8 %,"55,702",12.2%
118,Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,Indian National Congress,"7,09,568","5,09,101",71.8 %,"88,576",17.4%
119,Calcutta North West,21,GEN,West Bengal,Ashok Kumar Sen,Indian National Congress,"5,98,108","3,87,146",64.7 %,"1,32,422",34.2%
120,Calcutta South,23,GEN,West Bengal,Bhola Nath Sen,Indian National Congress,"8,03,022","5,82,369",72.5 %,"88,939",15.3%
121,Calicut,4,GEN,Kerala,K. G. Adiyodi,Indian National Congress,"7,06,343","5,62,184",79.6 %,"54,061",9.6%
122,Cannanore,2,GEN,Kerala,Muliappalli Ramachandran,Indian National Congress,"6,93,093","5,67,922",81.9 %,"25,053",4.4%
123,Chail,57,SC,Uttar Pradesh [1947 - 1999],Bihari Lal Shailesh,Indian National Congress,"7,59,882","3,27,888",43.2 %,"3,418",1.0%
124,Chamarajanagar,15,GEN,Karnataka,V. Sreenivasa Prasad,Indian National Congress,"7,19,216","4,62,181",64.3 %,"80,653",17.5%
125,Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Chanda Tripati,Indian National Congress,"7,70,457","4,57,373",59.4 %,"51,101",11.2%
126,Chandigarh,1,GEN,Chandigarh,Jagan Nath Kaushal,Indian National Congress,"2,29,291","1,58,050",68.9 %,"66,300",41.9%
127,Chandni Chowk,5,SC,Delhi [1977 Onwards],Jai Parkash Agarwal,Indian National Congress,"2,83,849","2,03,899",71.8 %,"47,076",23.1%
128,Chandrapur,26,GEN,Maharashtra,Potdukhe Shantaram Rajeshwar,Indian National Congress,"7,71,242","4,62,324",60.0 %,"1,89,155",40.9%
129,Chapra,7,GEN,Bihar [1947 - 1999],Ram Bahadur Singh,Janta Party,"7,80,710","4,60,294",59.0 %,"26,006",5.6%
130,Chatra,44,GEN,Bihar [1947 - 1999],Yogeshwar Prasad Yogesh,Indian National Congress,"7,29,752","3,82,616",52.4 %,"1,56,542",40.9%
131,Chengalpattu,5,GEN,Tamil Nadu,S. Jagathrakshakan,All India Anna Dravida Munnetra Kazhagam,"7,37,434","5,68,599",77.1 %,"58,209",10.2%
132,Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Kamal Nath,Indian National Congress,"6,38,430","3,69,149",57.8 %,"1,53,825",41.7%
133,Chhota Udaipur,21,ST,Gujarat,Rathwa Amarsinh Viriyabhai,Indian National Congress,"6,81,795","3,66,154",53.7 %,"1,11,987",30.6%
134,Chidambaram,12,GEN,Tamil Nadu,Vallalperuman P.,Indian National Congress,"7,34,012","5,65,913",77.1 %,"1,20,891",21.4%
135,Chikballapur,9,ST,Karnataka,V. Krishna Rao,Indian National Congress,"7,50,841","5,57,461",74.2 %,"44,314",7.9%
136,Chikkodi,26,GEN,Karnataka,B. Shankaranad,Indian National Congress,"7,05,279","4,89,225",69.4 %,"3,645",0.7%
137,Chikmagalur,20,GEN,Karnataka,D. K. Taradevi,Indian National Congress,"6,77,667","4,44,583",65.6 %,"1,40,040",31.5%
138,Chimur,25,GEN,Maharashtra,Muttemwar Vilas Baburao,Indian National Congress,"7,51,666","5,59,668",74.5 %,"1,72,100",30.8%
139,Chirayinkil,19,GEN,Kerala,Thalekkunnil Basheer,Indian National Congress,"7,28,111","5,31,321",73.0 %,"31,465",5.9%
140,Chitradurga,7,GEN,Karnataka,K. H. Ranganath,Indian National Congress,"7,73,621","5,45,358",70.5 %,"56,811",10.4%
141,Chittoor,21,GEN,Andhra Pradesh,N.P.Jhansi Lakshmi,Telugu Desam,"8,15,085","6,22,020",76.3 %,"61,211",9.8%
142,Chittorgarh,19,ST,Rajasthan,Nirmla Kumari,Indian National Congress,"8,03,392","4,39,081",54.7 %,"76,389",17.4%
143,Churu,3,GEN,Rajasthan,Mohar Singh,Indian National Congress,"8,31,213","5,05,986",60.9 %,"1,11,423",22.0%
144,Coimbatore,20,GEN,Tamil Nadu,Kuppuswamy C. K.,Indian National Congress,"9,02,773","6,43,831",71.3 %,"1,02,519",15.9%
145,Contai,31,GEN,West Bengal,Phulrenu Guha,Indian National Congress,"6,97,117","5,64,583",81.0 %,"13,758",2.4%
146,Cooch Behar,1,SC,West Bengal,Amar Roy Prodhan,All India Forward Bloc,"7,77,024","6,60,863",85.1 %,"45,517",6.9%
147,Cuddalore,11,GEN,Tamil Nadu,Venkatesan P.R.S.,Indian National Congress,"7,33,050","5,65,944",77.2 %,"1,31,954",23.3%
148,Cuddapah,23,GEN,Andhra Pradesh,D.N.Reddy,Telugu Desam,"8,90,757","6,49,290",72.9 %,"54,308",8.4%
149,Cuttack,6,GEN,Orissa,Jayanti Pattanik,Indian National Congress,"7,55,436","4,85,934",64.3 %,"78,921",16.2%
150,Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Gavli Sitaram Jivyabhai,Independent,"54,066","40,331",74.6 %,"5,381",13.3%
151,Dahanu,11,GEN,Maharashtra,Shingada Damu Barku,Indian National Congress,"7,74,100","3,66,780",47.4 %,"69,720",19.0%
152,Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,"6,67,758","2,65,136",39.7 %,"1,14,737",43.3%
153,Daman And Diu,1,GEN,Daman & Diu,Data Not Available,-,-,-,-,-,-
154,Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Dal Chandra Jain,Indian National Congress,"7,71,797","4,58,902",59.5 %,"50,269",11.0%
155,Darbhanga,15,GEN,Bihar [1947 - 1999],Vijay Kumar Mishra,Lok Dal,"7,70,111","4,42,007",57.4 %,"72,167",16.3%
156,Darjeeling,4,GEN,West Bengal,Ananda Prasad Pathak,Communist Party Of India (MARXIST),"8,24,564","5,61,738",68.1 %,"1,389",0.2%
157,Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,"8,01,509","4,66,144",58.2 %,"74,343",15.9%
158,Davangere,6,ST,Karnataka,Channaiah Odeyar,Indian National Congress,"7,90,941","5,51,048",69.7 %,"65,741",11.9%
159,Delhi Sadar,6,GEN,Delhi [1977 Onwards],Jagdish Tytler,Indian National Congress,"3,67,575","2,52,696",68.8 %,"65,853",26.1%
160,Deogarh,18,GEN,Orissa,Sriballav Panigrahi,Indian National Congress,"7,32,492","4,02,116",54.9 %,"93,522",23.3%
161,Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Rajmangal Pandey,Indian National Congress,"7,93,421","4,39,872",55.4 %,"1,45,101",33.0%
162,Dhanbad,47,GEN,Bihar [1947 - 1999],Shankar Dayal Singh,Indian National Congress,"9,23,926","5,03,143",54.5 %,"62,295",12.4%
163,Dhandhuka,9,GEN,Gujarat,Narsinhbhai Karsanbhai Makwana,Indian National Congress,"6,91,033","3,90,367",56.5 %,"22,616",5.8%
164,Dhar,36,ST,Madhya Pradesh [1947 - 1999],Pratapsingh Baghel,Indian National Congress,"6,83,486","4,35,187",63.7 %,"1,35,355",31.1%
165,Dharmapuri,13,SC,Tamil Nadu,M. Thambi Duriai,All India Anna Dravida Munnetra Kazhagam,"7,80,371","5,52,006",70.7 %,"1,51,252",27.4%
166,Dharwad North,24,GEN,Karnataka,Naikar Dyamappa Kallappa,Indian National Congress,"7,19,826","4,50,810",62.6 %,"44,851",9.9%
167,Dharwad South,23,GEN,Karnataka,Azeez Sait,Indian National Congress,"7,00,921","5,00,375",71.4 %,"57,607",11.5%
168,Dhenkanal,19,GEN,Orissa,Raja Kamakhya Prasad Singh Deo Mahindra Bahadur,Indian National Congress,"6,96,446","4,17,650",60.0 %,"2,03,573",48.7%
169,Dhubri,4,GEN,Assam,Abdul Hamid,Independent,"7,40,858","6,42,847",86.8 %,"11,818",1.8%
170,Dhule,14,GEN,Maharashtra,Bhoye Reshama  Motiram,Indian National Congress,"7,06,445","4,04,435",57.3 %,"65,932",16.3%
171,Diamond Harbour,17,GEN,West Bengal,Amal Datta,Communist Party Of India (MARXIST),"7,95,313","5,98,286",75.2 %,"4,673",0.8%
172,Dibrugarh,13,GEN,Assam,Haren Bhumji,Indian National Congress,"9,19,207","4,80,504",52.3 %,"42,055",8.8%
173,Dindigul,23,GEN,Tamil Nadu,K.R. Natarajan,All India Anna Dravida Munnetra Kazhagam,"8,13,821","5,79,576",71.2 %,"1,41,318",24.4%
174,Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Kazi Jalil Abbasi,Indian National Congress,"7,83,353","4,46,841",57.0 %,"1,12,987",25.3%
175,Dum Dum,20,SC,West Bengal,Asutosh Law,Indian National Congress,"10,05,879","7,78,814",77.4 %,"2,703",0.3%
176,Dumka,27,ST,Bihar [1947 - 1999],Prithiwi Chand Kisku,Indian National Congress,"7,08,326","3,80,961",53.8 %,"97,187",25.5%
177,Durg,21,GEN,Madhya Pradesh [1947 - 1999],Chandulal Chandrakar,Indian National Congress,"7,54,373","5,03,048",66.7 %,"1,72,594",34.3%
178,Durgapur,37,SC,West Bengal,Purna Chandra Malik,Communist Party Of India (MARXIST),"8,28,869","6,45,271",77.9 %,"38,768",6.0%
179,East Delhi,4,GEN,Delhi [1977 Onwards],H.K.L.Bhagat,Indian National Congress,"8,32,324","5,10,643",61.4 %,"3,12,180",61.1%
180,Eluru,11,GEN,Andhra Pradesh,Bolla Bulli Ramaiah,Telugu Desam,"7,90,920","6,02,968",76.2 %,"1,11,652",18.5%
181,Erandol,16,GEN,Maharashtra,Vijaykumar Naval Patil,Indian National Congress,"7,78,541","4,73,313",60.8 %,"65,155",13.8%
182,Ernakulam,11,GEN,Kerala,K. V. Thomas,Indian National Congress,"7,27,741","5,51,838",75.8 %,"70,324",12.7%
183,Etah,71,GEN,Uttar Pradesh [1947 - 1999],Muhammad Mehfooj Ali Khan Alias Pyarey Main,Lok Dal,"6,55,413","3,56,446",54.4 %,"3,431",1.0%
184,Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Raghuraj Singh,Indian National Congress,"7,22,895","4,34,031",60.0 %,"23,068",5.3%
185,Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Nirmal Khatri,Indian National Congress,"7,23,860","3,98,335",55.0 %,"1,04,492",26.2%
186,Faridabad,6,GEN,Haryana,Rahim Khan,Indian National Congress,"8,69,828","5,37,552",61.8 %,"1,34,371",25.0%
187,Faridkot,12,GEN,Punjab,Shaminder Singh,Shiromani Akali Dal,"8,48,893","5,46,304",64.4 %,"35,253",6.5%
